1;1;43.77;46.59;7.05;14.00;45.18;35.14
2;1;25.00;31.82;21.59;24.32;45.18;35.14
3;1;40.68;43.64;34.09;40.91;33.05;25.91
4;1;54.86;61.82;24.55;27.45;42.14;12.86
